node_id,x,y,theta,v,w,parent_id
0,30.0,-35.0,1.5707963267948966,0.0,0.0,-1
1,29.999987733515947,-35.00145154190329,1.553895413294539,-1.9354813456153933e-2,-0.22534551333810038,0
2,29.88818775761086,-34.72710654392816,2.3485259873881956,0.20646917188759908,0.5308734884595878,0
3,33.08020103440316,-28.14743746981828,-0.9860679409349665,7.468721499501856,-2.295208900270776,2
4,10.552060545694495,-20.534520632747284,-2.458242152913659,6.412725036071264,1.6991869521012688,3
5,32.280059363221,-16.27825693677833,-5.39102496685362,6.180006541841137,0.3374502220847064,3
6,30.3080810037708,-39.34364849348486,1.8959932655490794,-3.97140358427834,0.5363435608422287,1
7,31.048280574719605,-40.919606960073594,2.119873088547236,-3.9593886387707276,0.481291998240303,6
8,12.066736957439806,-20.869998138112404,3.366905030316749,8.020363851481902,2.9056724812824632,4
9,10.995283683370884,-26.148002471776415,11.950116102271483,4.430995666974615,1.4074989116596144,8
10,28.389534306871504,-9.531514355394027,-0.7871206867776,4.321643788114698,2.0856572937447666,5
11,34.37244463908332,-2.519377761212394,0.7841062962441223,2.5154691767369806,-1.136275430891762,10
12,31.341058761372132,-9.952390136632316,-2.2959138231091165,2.446878256090968,2.5824659512591706,5
13,34.56893482428102,-24.809005851978522,-6.912133968079225,12.196424256310928,-1.8634339257953707,3
14,12.535282134853665,-26.71022322057865,12.485100325438202,4.786429306857665,1.5646356614888242,9
15,16.42792884416676,-24.15465211851038,13.659771788286115,4.801820775227672,0.71627980035178,14
16,32.806827610118866,-15.596977892901089,-5.353214082762578,6.1232589720674975,0.2027052649301902,5
17,36.954592717545246,-33.91173339889697,5.022834835241636,-5.787148873657496,1.6244887098572858,0
18,13.452182824206352,-22.80246228980253,4.537228123486539,-0.9948620400625504,1.1974881105903241,4
19,8.864414252020861,-24.557807979716536,-1.5835741276817317,6.648093529047729,0.836082686252144,4
20,21.67137391066102,-17.26368574836971,7.302213910373531,8.202471673178058,-3.9110325028204143,15
21,27.942044080412455,-7.853120718458686,4.585689169014375,6.905731321650985,3.540321612843686,10
22,24.647951519328217,-19.14939228612327,3.8878850867217825,6.7253312059946015,-4.519409037060444,20
23,39.829343105300836,-8.462752255715179,-0.6780378801825928,3.1701285758322504,-1.804640978698334,12
24,27.650772428182215,-4.482829705829162,9.843963224511715,10.275401645018553,2.469134450581842,21
25,41.373972872748354,-9.802763896756508,-6.541690932260807,6.437640853191319,-1.553247139359994,16
26,30.03408140817525,-34.09219053491744,1.4957466359789324,1.4896102047630682,-0.12303228002617096,0
27,23.17674621580283,-19.6230279945769,-3.412666096065372,5.562223202122948,-3.373078728114878,22
28,25.447010795458805,-9.018653010160046,11.285260120531131,9.391571875206898,2.678354463773205,24
29,26.555007525219583,-5.8752035632335105,16.56163244883797,10.203404470288179,2.799625725360317,24
30,31.121990919388743,-10.828258195757112,-1.3484499728223551,3.0676168337588283,2.9908508151335407,12
31,36.16666474219724,-8.912464293217718,-4.960619323712355,7.69454958904237,0.5176520911252639,16
32,32.30765863374278,-35.9379390465796,4.188687017540277,-2.6255954631442444,2.213867478806579,1
33,39.731426860755896,-10.23998902151449,-3.351881141794568,0.9067630779749338,-2.886312111848989,23
34,33.14802110750835,-31.751025742619493,-2.101183496351283,8.35542204142961,-2.351105913963874,3
35,42.5789910704407,-10.334958317235218,-6.854190713233782,6.159353523386023,-1.4229412508588217,25
36,34.9789163986627,-37.78641471321684,9.905837109332113,-6.02979921308098,1.8758713432541665,17
37,24.656696594415703,-17.568151872608805,-1.1482029028846201,5.839904920936347,-4.893839541643113,22
38,30.743376891380922,-26.81645774867898,-6.4590829510171295,-0.3437906613402594,6.587488394403206e-2,3
39,12.92531220774189,-22.29976595796931,9.612012956778667,0.19136439380926654,2.9965489417172235,18
40,32.642065578084924,-11.05423186422776,1.4092607257221825,1.4480503389237942,2.8766187562378165,30
41,15.004313201221704,-26.324684953587724,13.000782976389907,4.70781277319705,0.8765595103369583,9
42,35.78606915928562,-1.874352805457468,0.4859940579806695,-0.8197194816974792,0.8174388124281766,11
43,27.974120726143266,-29.42595429808245,-4.531877190864782,-3.6639684010903,1.654844544763417,38
44,23.72137132042118,-14.881335545770606,8.187296858289354e-2,6.36614222058248,-1.6430759139416198,20
45,26.92094165990303,-15.888907772820827,-0.6275155109504749,5.250644416153346,-0.7616307963409841,44
46,39.68921828770106,-10.461446223273747,-2.965804447214656,2.3401206456042756,-3.2234174103831195,23
47,39.12195995644609,-9.830524184739144,-6.408311068595494,0.5189356558727352,-2.99056671035012,23
48,28.966018600924276,-7.244686344413382,4.048774333757449,3.0943374554159186,2.251468285210435,10
49,29.692820708803815,-9.122716836395597,12.184630222095532,4.11399357326318,5.896958650177123,10
50,17.15153435037109,-9.812173855353677,16.76489552839946,7.811031026033854,9.614447691962173e-2,28
51,11.46758945676168,-21.867931470775343,16.111896549991997,13.070083937927176,7.609153249856495,4
52,38.77260564303923,-11.824052390048923,-2.9870764187762844,2.9259820670846572,-1.358425512525899,23
53,26.99723207310647,-11.054557205780203,11.995620508242471,9.27660542488474,2.3956483055934448,28
54,29.288780468555483,-31.102392640096223,-3.5824881607436105,-2.658762479664973,1.0576955412970752,43
55,25.613728939423837,-6.369538069828653,10.488467461661546,10.651871677174055,2.3049710097872804,24
56,23.46193871155579,-16.920072468502177,-3.0021639676194985e-2,5.634928456378206,-4.19088523204116,20
57,16.983086955273333,-22.76911321194424,13.838002881903117,5.1621767134823155,0.47192749042823545,15
58,30.452633370021946,-26.956810235124717,-0.24783113261845022,0.5199206032266682,4.047536916320011,38
59,14.897280990054563,-14.639762279214258,16.959951387541388,8.60975168033965,0.5040273973632404,50
60,30.267404966943023,-8.596027082177475,7.4498089721267515,0.8579704427275805,3.0146087489204656,10
61,34.63774814390186,-34.02881342149374,11.326860854276953,-2.957728999116534,2.7839210936639156,17
62,25.090801201423247,-29.855600582022614,1.6475558420033567,-6.292138493598502,1.2126417813934918,43
63,22.687353165950555,-18.0939085098405,-4.81586607691121,5.193718956165232,-5.585198098432863,37
64,36.2078480373432,-26.569795836042502,-7.304152211388246,12.013280112925345,-2.056748507294846,13
65,14.165770220426866,-17.852850439604463,17.148114881852536,7.891124656003101,0.43679007419250804,59
66,12.417483622514341,-24.654669852501076,17.32866738278534,2.610307927914551,3.5496912086296577,9
67,17.148877871660524,-25.916799212000786,12.872374763454644,4.227067535012379,-0.16120342357426437,9
68,36.320924737342374,-36.536886084748616,10.423992574687391,-6.332391973622651,1.578498425781011,36
69,15.834098845634633,-25.841403778436714,13.19008232712481,4.909178284634338,1.0164339970120604,41
70,43.5292661236055,-11.173732635644074,-7.163782830777901,5.960444325082451,-1.5255551067042168,35
71,15.762007327346586,-12.206309334991618,16.713564884231964,8.474358780466263,-0.39808944261077545,50
72,10.566756013844525,-13.40728232384083,10.066560987341662,2.265848668079202,-4.349055296638858,50
73,9.404034657734034,-13.462368868137174,2.375743932602985,1.247974488956582,-0.9186276175657142,72
74,5.495874678523554,-7.648138271660761,2.669524890447823,5.210224482041635,1.1832951471556568,73
75,15.010621440094873,-24.940773393527117,14.55514914986824,-0.5423525642591406,0.6197641604001273,9
76,9.566528516814532,-21.75274438156118,-2.0456333120797625,6.212275933573252,1.6016837745699026,4
77,30.77458527327004,-40.48440985662497,2.0036473076630523,-4.532456612249238,0.2060981089093079,6
78,28.844787890441037,-30.25527789032572,2.243587719266988,4.218578607823585,0.8024938865368056,1
79,26.01887837149065,-32.373953260837155,2.214400329613136,-6.360008140413496,1.4238442074892013,62
80,29.074274478582797,-19.5678104770428,-1.5499905360505268,5.270142018774994,-1.4347383110400942,45
81,3.6149692740208605,-7.175950487685266,3.1258066713939985,5.085530680534539,1.2181879104557911,74
82,26.206831174472164,-32.82646116414391,2.1840129826673884,-5.829010782232666,0.8117247871500259,62
83,33.966132148401805,-13.275271725707546,-4.982596829129341,5.989791533864604,1.095630962912755,5
84,31.640489894426246,-32.32963612759875,8.311856632529963,1.2843009014806155,2.6308840049076037,82
85,22.00038595165542,-18.45474377678016,-4.419718738640835,5.25125754490598,-2.921000287981771,27
86,25.31767609514985,-10.060472828997222,11.3570978535994,10.006267325621053,2.3903284060930017,55
87,30.426900381751445,-26.82469430008952,13.769219815248494,-0.2667169068779224,3.8493931951542955,58
88,39.19454820204478,-12.661586438972522,-11.578962298595489,0.6011035708236089,-3.6047534703033537,16
89,35.466001774777965,-2.6479973919389628,2.4585027963258868,-0.17445170569353305,1.2266116936290434,42
90,9.8049943546816,-13.043076152128409,7.79032815945579,1.8005200710858498,-4.4056863490760305,72
91,33.38113696239572,-10.894065021754988,14.267952962518827,6.051412728387238,4.687317853642526,40
92,35.13736712287416,-2.0657502718421914,0.22769320415525632,1.773646826249936,-1.513310721912361,11
93,14.98152906499945,-26.022961306749156,13.132794106317654,5.354245446505765,0.9753399498031371,14
94,35.4332749329067,-3.0234189831319793,2.2359432204411362,-0.4499299366701489,0.8104208735815592,42
95,35.61066686747844,-2.1325068294275638,1.3159667720762849,-1.3291802098343952,1.6501502867682498,11
96,32.51334124814521,-10.11860362798558,1.0104898634812933,8.31989319210376,3.630851329192642,16
97,35.89044228570926,-32.30829519486606,5.575826716651564,-5.3509463089136675,1.5354648981994423,17
98,9.233840788136416,-22.675653929533194,-1.7858459048824595,6.0852977762651355,1.6456588153963805,76
99,9.244550609083937,-12.311496431936085,0.7273017261585525,0.6736672450258628,-1.5235089845741925,73
100,36.58817756616131,-35.172693435778974,11.016948266942844,-6.1714968803482835,2.3170009496165225,36
101,30.777438475359467,-27.415305186611146,18.623110439014386,1.0539995017837624,1.0535266268314398,87
102,22.514864729003428,-19.349684507643904,-3.8208351854655858,7.073990645689366,-5.055001465006131,56
103,9.13635734512641,-13.856950696357863,-3.173923974057418,1.4717683032800768,-1.2335409802427477,99
104,25.882033415604806,-22.438236265187523,-1.1535393296205436,-1.957487578247583,1.1367593982844681,44
105,29.023578037883453,-8.723136489784633,5.597143358589601,2.2705307725137462,2.8251514683375865,48
106,36.08256295508619,-2.8604645616901956,9.937044715887465,-1.9358760539512279,5.260407269827024,42
107,30.260649056890067,-8.379285004573553,8.36919131329368,0.6912387935880697,3.3259591211962776,60
108,27.680426407382125,-22.09523912507934,-2.724016236963634,4.59605380634769,-2.352441369324765,80
109,14.00130773821637,-22.84173875775328,13.275698740489233,2.6490812585873984,2.6398907255298014,39
110,35.98206069866248,-32.4058531906889,5.557502221105946,-5.551278022142195,1.717182451794653,17
111,33.4176395665516,-33.95348469919887,15.352493001091363,-1.6528520280382555,5.156495288545962,110
112,10.324592031909159,-22.104437206839105,4.143681100116559,8.200349148282728,2.8482243320494582,8
113,35.99105996228623,-2.8023194149180806,16.019701895176393,-1.625004994227465,5.79896941978922,106
114,25.73004942082492,-6.33123169065703,10.55868431696537,9.896811356301768,2.8250958638896746,24
115,38.198573013027286,-11.843240367271058,-3.217378016888783,3.1332161153798155,-1.0658018360267185,52
116,11.446565228963046,-26.414414104805584,12.11567564554149,4.3131829860159225,1.3518268095071506,9
117,34.403942281823504,-33.64252232564952,11.751759573812029,-3.1082944547468965,2.8813951668037694,61
118,33.87504808637609,-31.26411108713769,12.504280887595392,-8.278606698209106,2.2096454644729113,97
119,23.200491933174867,-18.196436386618817,-10.133470570562686,2.8641338029374297,-4.404322573456482,85
120,15.380085077417194,-13.874481768689703,17.045777175559145,7.792389819300443,0.8894051622371777,50
121,35.59267852932415,-2.497095433807604,1.7086214752966524,-1.7322636322099223,1.6219722400681496,95
122,15.622765394144318,-12.467416915288016,16.721691699086932,8.316288106306244,-0.32353305224870793,50
123,35.246502644088515,-12.680522917116377,-5.585273783359239,4.561641166426589,-0.7839992255458964,5
124,27.863002658709068,-16.71204262485532,-0.8085063959779717,5.642578239825158,-0.812202986506814,45
125,28.566647766440326,-5.762687102405972,16.07123958193731,5.127552435638279,1.963090714845624,24
126,33.92044863179883,-31.46708269018257,6.175311491433444,-5.521515024877194,1.4619589757099594,97
127,39.358969066761865,-12.329916029480554,-14.956181194785746,-0.9432126837167869,-2.64935559671564,88
128,35.65909373351572,-1.9528655173659564,0.7340800424329458,0.33837334543067604,-1.716144322728559e-2,42
129,21.164928257889564,-25.882075036242664,11.949129612917641,2.4224489803533515,-1.315988817284941,67
130,28.3282835752742,-17.257348430582976,-0.9247763352044533,5.391783625419701,-0.9765653092852081,124
131,36.00710774121554,-3.433623088694419,2.6060232734974553,-0.9139643363483371,-9.87284638578681e-2,94
132,32.937901743596385,-32.99044118415999,13.104111187451462,-4.406401249291194,4.233335462566774,97
