56
-41.685520, 44.330601, 7.281483
-42.680995, 28.101093, 11.420765
-42.183258, 18.784153, 5.109290
-42.929864, 15.478142, 4.808743
-42.929864, 12.472678, 3.315365
-13.812217, 22.991803, 6.581319
-2.613122, 22.090164, 5.731867
7.590498, 22.390710, 5.548857
19.038462, 21.789617, 3.497102
26.006787, 22.390710, 6.221719
39.943439, 21.789617, 3.981900
46.662896, 21.489071, 2.802772
47.409502, 25.997268, 8.130005
-25.509050, -2.554645, 6.327746
-12.070136, -15.478142, 8.473855
2.613122, -28.702186, 11.502072
-12.070136, -41.625683, 8.570089
-9.830317, -38.920765, 7.886213
-36.957014, -21.789617, 6.867731
-14.309955, 46.434426, 5.715803
-4.355204, 44.931694, 6.250688
6.097285, 47.035519, 6.250688
17.296380, 46.434426, 5.260698
29.242081, 45.532787, 3.981900
36.210407, 45.532787, 5.972851
44.920814, 45.232240, 5.462940
46.911765, 38.019126, 4.834434
46.662896, 15.177596, 7.217407
46.911765, 1.953552, 9.330226
46.911765, -13.975410, 6.316380
46.662896, -25.696721, 6.930465
47.658371, -6.461749, 2.704918
46.662896, -30.806011, 4.236988
45.418552, -40.423497, 3.683026
46.662896, -36.215847, 3.606557
45.169683, -47.937158, 3.683026
44.671946, -44.330601, 2.103825
-18.042986, 46.434426, 5.731867
-26.504525, 46.133880, 3.840375
-30.735294, 46.133880, 5.260698
24.513575, 19.084699, 8.118569
23.518100, 11.871585, 8.130005
22.771493, 5.259563, 7.579319
21.776018, -1.051913, 3.606557
21.776018, -3.456284, 5.715803
21.278281, -7.663934, 3.005464
20.780543, -9.767760, 2.704918
20.780543, -12.472678, 3.306011
20.780543, -15.778689, 4.207650
20.780543, -19.986339, 4.100470
22.522624, -24.494536, 3.859222
25.509050, -27.800546, 4.766667
-23.518100, 2.855191, 4.770710
-21.278281, 5.860656, 5.398119
-20.282805, 9.767760, 3.683026
-18.291855, 12.773224, 5.163551
